"Center for Agricultural and Rural Development (CARD), www.card.iastate.edu, Iowa State University, Ames, Iowa",,,,,,
,,,,,,
Date,Ethanol Price ($/gallon),Corn Price ($/bushel),Natural Gas Price ($/mmBtu),Return Over Operating Costs ($/gallon),Net Cost of Corn ($/gallon),Other Operating Costs ($/gallon)
12/7/2010,2.1256,5.19675,6.181181818,0.272898229,1.391991044,0.460710727
12/8/2010,2.0294,5.35775,6.394181818,0.120006905,1.443144368,0.466248727
12/9/2010,2.0384,5.36525,6.223181818,0.131432732,1.445164541,0.461802727
12/10/2010,2.0564,5.36525,6.205181818,0.149900732,1.445164541,0.461334727
12/13/2010,2.1114,5.51525,6.208181818,0.164419268,1.485568004,0.461412727
12/14/2010,2.1144,5.50775,6.043181818,0.173729442,1.483547831,0.457122727
12/15/2010,1.9698,5.482,6.010181818,0.034396045,1.479139228,0.456264727
12/16/2010,1.9808,5.5145,5.836181818,0.041150978,1.487908295,0.451740727
12/17/2010,2.0118,5.6045,5.854181818,0.047399408,1.512191865,0.452208727
12/20/2010,2.0378,5.6345,6.025181818,0.060858885,1.520286388,0.456654727
12/21/2010,2.0498,5.662,5.847181818,0.070066905,1.527706368,0.452026727
12/22/2010,2.111285714,5.741396429,5.940181818,0.10289695,1.553944037,0.454444727
12/23/2010,2.133285714,5.791396429,5.871181818,0.113158145,1.567476842,0.452650727
12/27/2010,2.146285714,5.803896429,5.900181818,0.122020943,1.570860044,0.453404727
12/28/2010,2.181285714,5.883896429,6.004181818,0.132664454,1.592512533,0.456108727
12/29/2010,2.192285714,5.891396429,6.075181818,0.143922339,1.590408648,0.457954727
12/30/2010,2.180285714,5.811396429,6.126181818,0.152192695,1.568812292,0.459280727
12/31/2010,2.210285714,5.941396429,6.193181818,0.145356617,1.60390637,0.461022727
1/3/2011,2.346,5.961,6.6617,0.263597359,1.609198441,0.4732042
1/4/2011,2.299,5.841,6.6807,0.248497892,1.576803908,0.4736982
1/5/2011,2.291,5.9485,6.4847,0.216573789,1.605824011,0.4686022
1/6/2011,2.238,5.776,6.4457,0.211154931,1.559256869,0.4675882
1/7/2011,2.226,5.706,6.4337,0.218363742,1.540360058,0.4672762
1/10/2011,2.244,5.669,6.4107,0.268388879,1.508932921,0.4666782
1/11/2011,2.238,5.669,6.4927,0.260256879,1.508932921,0.4688102
1/12/2011,2.308,5.909,6.5427,0.265075436,1.572814364,0.4701102
1/13/2011,2.309,6.024,6.4187,0.238689578,1.603424222,0.4668862
1/14/2011,2.301,6.0865,6.4917,0.212155785,1.620060015,0.4687842
1/18/2011,2.30975,6.256,6.4367,0.175119781,1.667276019,0.4673542
1/19/2011,2.27375,6.0735,6.5727,0.184221549,1.618638251,0.4708902
1/20/2011,2.28375,6.201,6.7067,0.156757739,1.652618061,0.4743742
1/21/2011,2.29275,6.2335,6.7477,0.156030219,1.661279581,0.4754402
1/24/2011,2.248833333,6.27925,6.5917,0.093542051,1.683907083,0.4713842
1/25/2011,2.206833333,6.16675,6.4847,0.084493187,1.653737947,0.4686022
1/26/2011,2.256833333,6.30425,6.5027,0.097151798,1.690611335,0.4690702
1/27/2011,2.235833333,6.23425,6.3277,0.099473705,1.671839428,0.4645202
1/28/2011,2.232833333,6.16675,6.3347,0.114393187,1.653737947,0.4647022
1/31/2011,2.258833333,6.32175,6.4317,0.101844046,1.689765087,0.4672242
2/1/2011,2.1808,6.296,6.701473684,0.012257082,1.694304603,0.474238316
2/2/2011,2.1808,6.3285,6.783473684,0.001379068,1.703050616,0.476370316
2/3/2011,2.1858,6.261,6.691473684,0.026935865,1.684885819,0.473978316
2/4/2011,2.2588,6.421,6.664473684,0.057580569,1.727943115,0.473276316
2/7/2011,2.2438,6.3835,6.458473684,0.058028123,1.717851561,0.467920316
2/8/2011,2.2008,6.359,6.394473684,0.014829188,1.719714496,0.466256316
2/9/2011,2.2708,6.6015,6.398473684,0.019144001,1.785295683,0.466360316
2/10/2011,2.2888,6.6065,6.340473684,0.037299812,1.786647872,0.464852316
2/11/2011,2.2788,6.6865,6.264473684,0.007640781,1.808282903,0.462876316
2/14/2011,2.2608,6.579,6.279473684,0.018322854,1.779210831,0.463266316
2/15/2011,2.28075,6.59425,6.330473684,0.041920686,1.774236998,0.464592316
2/16/2011,2.27675,6.59425,6.275473684,0.039350686,1.774236998,0.463162316
2/17/2011,2.34175,6.81675,6.222473684,0.045863238,1.834102446,0.461784316
2/18/2011,2.34075,6.78675,6.230473684,0.052726984,1.8260307,0.461992316
2/22/2011,2.2762,6.40825,6.221473684,0.104971361,1.709470324,0.461758316
2/23/2011,2.3162,6.52575,6.254473684,0.112768959,1.740814725,0.462616316
2/24/2011,2.3312,6.46825,6.147473684,0.145889709,1.725475976,0.459834316
2/25/2011,2.3892,6.73075,6.359473684,0.128352981,1.795500703,0.465346316
2/28/2011,2.4372,6.83575,6.391473684,0.14751109,1.823510594,0.466178316
3/1/2011,2.3888,7.00475,5.983782609,0.033300714,1.899920938,0.455578348
3/2/2011,2.3838,6.87225,5.928782609,0.065669117,1.863982536,0.454148348
3/3/2011,2.3768,7.02975,5.888782609,0.016989883,1.906701769,0.453108348
3/4/2011,2.4118,6.94475,5.919782609,0.074238708,1.883646945,0.453914348
3/7/2011,2.3888,6.83975,6.037782609,0.076650196,1.855167456,0.456982348
3/8/2011,2.5466,6.916,5.974782609,0.249855019,1.841400633,0.455344348
3/9/2011,2.5286,6.8785,6.040782609,0.240123479,1.831416173,0.457060348
3/10/2011,2.4926,6.691,5.940782609,0.256645778,1.781493874,0.454460348
3/11/2011,2.4346,6.521,5.999782609,0.242374662,1.73623099,0.455994348
3/14/2011,2.4476,6.5685,6.024782609,0.24207768,1.748877972,0.456644348
3/15/2011,2.4116,5.9415,6.051782609,0.399519079,1.554734573,0.457346348
3/16/2011,2.3636,5.7465,6.048782609,0.40262346,1.503708192,0.457268348
3/17/2011,2.4696,6.0465,6.268782609,0.424401336,1.582210316,0.462988348
3/18/2011,2.5516,6.4165,6.278782609,0.409322049,1.679029603,0.463248348
3/21/2011,2.5536,6.4465,6.271782609,0.403653837,1.686879816,0.463066348
3/22/2011,2.345625,6.59875,6.364782609,0.106524356,1.773616296,0.465484348
3/23/2011,2.340625,6.54125,6.445782609,0.114873243,1.758161409,0.467590348
3/24/2011,2.372625,6.75625,6.354782609,0.091451404,1.815949248,0.465224348
3/25/2011,2.361625,6.62625,6.513782609,0.111258888,1.781007764,0.469358348
3/28/2011,2.342625,6.44125,6.484782609,0.142737308,1.731283344,0.468604348
3/29/2011,2.349625,6.44875,6.350782609,0.151205453,1.733299199,0.465120348
3/30/2011,2.333625,6.36375,6.465782609,0.155061808,1.710452844,0.468110348
3/31/2011,2.513625,6.66375,6.499782609,0.253543614,1.791087038,0.468994348
4/1/2011,2.421,6.249,5.79035,0.322837429,1.647613471,0.4505491
4/4/2011,2.456,6.4915,5.71735,0.295797796,1.711551104,0.4486511
4/5/2011,2.447,6.5565,5.65935,0.271167874,1.728689026,0.4471431
4/6/2011,2.441,6.519,5.57435,0.277265137,1.718801763,0.4449331
4/7/2011,2.435,6.479,5.48535,0.28412555,1.70825535,0.4426191
4/8/2011,2.5334,7.3325,5.46935,0.122151025,1.969045875,0.4422031
4/11/2011,2.5374,7.4125,5.53635,0.102926083,1.990528817,0.4439451
4/12/2011,2.4674,7.1775,5.52635,0.096292225,1.927422675,0.4436851
4/13/2011,2.4654,7.2075,5.56935,0.085118121,1.935478779,0.4448031
4/14/2011,2.4464,7.195,5.64035,0.067628831,1.932122069,0.4466491
4/15/2011,2.623,7.3085,5.63235,0.207799415,1.968759485,0.4464411
4/18/2011,2.636,7.406,5.56635,0.196250922,1.995023978,0.4447251
4/19/2011,2.626,7.3785,5.69035,0.190434856,1.987616044,0.4479491
4/20/2011,2.574,7.216,5.73835,0.180961012,1.943841888,0.4491971
4/21/2011,2.591,7.261,5.84035,0.183186938,1.955963962,0.4518491
4/25/2011,2.5964,7.3039,5.81735,0.184766657,1.960382243,0.4512511
4/26/2011,2.6104,7.3414,5.81535,0.188753577,1.970447323,0.4511991
4/27/2011,2.6004,7.2014,5.80535,0.216589874,1.932871026,0.4509391
4/28/2011,2.5284,6.9089,5.99935,0.218053494,1.854363406,0.4559831
4/29/2011,2.6144,7.2189,6.12635,0.192854034,1.962260866,0.4592851
5/2/2011,2.6126,7.1245,5.826857143,0.242430925,1.918670789,0.451498286
5/3/2011,2.6186,7.007,5.803857143,0.280672383,1.887027331,0.450900286
5/4/2011,2.6196,7.082,5.710857143,0.263892431,1.907225283,0.448482286
5/5/2011,2.5786,6.867,5.394857143,0.289009227,1.849324487,0.440266286
5/6/2011,2.5206,6.6445,5.368857143,0.291605818,1.789403896,0.439590286
5/9/2011,2.6078,6.806,5.287857143,0.358188929,1.812126786,0.437484286
5/10/2011,2.6228,6.821,5.379857143,0.366803114,1.8161206,0.439876286
5/11/2011,2.5288,6.4485,5.314857143,0.373672842,1.716940872,0.438186286
5/12/2011,2.5398,6.5735,5.327857143,0.351053054,1.75022266,0.438524286
5/13/2011,2.5508,6.551,5.379857143,0.366691776,1.744231938,0.439876286
5/16/2011,2.4078,6.594,5.451857143,0.161357045,1.80469467,0.441748286
5/17/2011,2.4568,6.8215,5.315857143,0.151629163,1.866958552,0.438212286
5/18/2011,2.5208,7.1165,5.331857143,0.134475382,1.947696332,0.438628286
5/19/2011,2.5228,7.1015,5.227857143,0.143284693,1.943591022,0.435924286
5/20/2011,2.5418,7.214,5.363857143,0.127958861,1.974380853,0.439460286
5/23/2011,2.540666667,7.342166667,5.479857143,0.082831019,2.015359362,0.442476286
5/24/2011,2.501666667,7.134666667,5.478857143,0.100813921,1.95840246,0.442450286
5/25/2011,2.522666667,7.224666667,5.512857143,0.096225723,1.983106658,0.443334286
5/26/2011,2.531666667,7.257166667,5.459857143,0.097682762,1.992027619,0.441956286
5/27/2011,2.550666667,7.387166667,5.651857143,0.07600692,2.027711461,0.446948286
5/31/2011,2.532666667,7.277166667,5.799857143,0.08435294,1.997517441,0.450796286
6/1/2011,2.5808,7.50565,5.572954545,0.058502966,2.077400216,0.444896818
6/2/2011,2.5908,7.58565,5.737954545,0.042070711,2.099542471,0.449186818
6/3/2011,2.5788,7.46065,5.650954545,0.066929985,2.064945197,0.446924818
6/6/2011,2.5388,7.24065,5.770954545,0.084701186,2.004053995,0.450044818
6/7/2011,2.5608,7.28565,5.774954545,0.094142168,2.016509014,0.450148818
6/8/2011,2.5148,7.2735,5.790954545,0.045743047,2.018492135,0.450564818
6/9/2011,2.5888,7.4885,5.617954545,0.064575713,2.078157469,0.446066818
6/10/2011,2.6068,7.5035,5.700954545,0.076255015,2.082320167,0.448224818
6/13/2011,2.6078,7.4585,5.589954545,0.092629109,2.069832073,0.445338818
6/14/2011,2.5818,7.1885,5.524954545,0.143247668,1.994903514,0.443648818
6/15/2011,2.6168,7.5164,5.520954545,0.108615788,2.064639394,0.443544818
6/16/2011,2.5628,7.2739,5.355954545,0.125516806,1.998028376,0.439254818
6/17/2011,2.5698,7.2614,5.268954545,0.138212363,1.994594819,0.436992818
6/20/2011,2.5948,7.2639,5.260954545,0.162733652,1.99528153,0.436784818
6/21/2011,2.6558,7.3339,5.331954545,0.202659729,2.014509453,0.438630818
6/22/2011,2.644285714,6.8395,5.260954545,0.355812131,1.851688765,0.436784818
6/23/2011,2.633285714,6.8695,5.136954545,0.339914096,1.8598108,0.433560818
6/24/2011,2.619285714,6.7645,5.172954545,0.35340522,1.831383676,0.434496818
6/27/2011,2.596285714,6.672,5.199954545,0.354746164,1.806340732,0.435198818
6/28/2011,2.656285714,6.8945,5.300954545,0.351881733,1.866579164,0.437824818
6/29/2011,2.719285714,7.0445,5.258954545,0.375363554,1.907189342,0.436732818
6/30/2011,2.541285714,6.3545,5.317954545,0.382636375,1.720382522,0.438266818
7/1/2011,2.53625,6.3995,5.58775,0.361636872,1.729331628,0.4452815
7/5/2011,2.66325,6.797,5.63975,0.379868774,1.836747726,0.4466335
7/6/2011,2.69025,6.4795,5.49375,0.496462538,1.750949962,0.4428375
7/7/2011,2.55025,6.492,5.40975,0.355268673,1.754327827,0.4406535
7/8/2011,2.553,6.03765,5.48175,0.504858529,1.605615971,0.4425255
7/11/2011,2.559,6.13015,5.56475,0.484101641,1.630214859,0.4446835
7/12/2011,2.615,6.28515,5.60975,0.497711882,1.671434618,0.4458535
7/13/2011,2.69,6.58265,5.67975,0.491776539,1.750549961,0.4476735
7/14/2011,2.683,6.48015,5.65475,0.512684766,1.723291734,0.4470235
7/15/2011,2.617,6.8725,5.82275,0.289022157,1.876586343,0.4513915
7/18/2011,2.603,6.8225,5.82275,0.288675022,1.862933478,0.4513915
7/19/2011,2.655,6.84,5.80975,0.33623452,1.86771198,0.4510535
7/20/2011,2.636,6.74,5.77675,0.34539825,1.84040625,0.4501955
7/21/2011,2.639,6.6525,5.67175,0.375020765,1.816513735,0.4474655
7/22/2011,2.760166667,7.159441667,5.67575,0.352432833,1.960164333,0.4475695
7/25/2011,2.801166667,7.046941667,5.66275,0.424571907,1.92936326,0.4472315
7/26/2011,2.886166667,7.156941667,5.64675,0.479871302,1.959479865,0.4468155
7/27/2011,2.886166667,7.174441667,5.64675,0.475080024,1.964271143,0.4468155
7/28/2011,2.817166667,7.081941667,5.52075,0.434681351,1.938945816,0.4435395
7/29/2011,2.709166667,6.914441667,5.42175,0.369165625,1.899035542,0.4409655
8/1/2011,3.0082,6.93465,5.644434783,0.657921957,1.903522739,0.446755304
8/2/2011,3.0102,7.23465,5.611434783,0.578431631,1.985871065,0.445897304
8/3/2011,2.9682,7.18215,5.546434783,0.552532588,1.971460108,0.444207304
8/4/2011,2.8102,7.05965,5.397434783,0.432032154,1.937834541,0.440333304
8/5/2011,2.9032,7.05215,5.397434783,0.527090863,1.935775833,0.440333304
8/8/2011,2.8344,6.8355,5.391434783,0.528840209,1.865382486,0.440177304
8/9/2011,2.8434,6.8655,5.450434783,0.528119321,1.873569374,0.441711304
8/10/2011,2.8714,6.863,5.459434783,0.556567562,1.872887134,0.441945304
8/11/2011,2.9464,7.108,5.564434783,0.561977975,1.939746721,0.444675304
8/12/2011,2.9544,7.1005,5.516434783,0.573272697,1.937699999,0.443427304
8/15/2011,2.713,7.076,5.480434783,0.32182096,1.948687736,0.442491304
8/16/2011,2.715,7.1435,5.388434783,0.307623867,1.967276829,0.440099304
8/17/2011,2.723,7.1185,5.389434783,0.322482716,1.960391979,0.440125304
8/18/2011,2.697,6.9935,5.348434783,0.331972963,1.925967733,0.439059304
8/19/2011,2.752,7.1135,5.396434783,0.352677686,1.959015009,0.440307304
8/22/2011,2.731,7.005375,5.345434783,0.351975675,1.940043021,0.438981304
8/23/2011,2.768,7.102875,5.449434783,0.35927038,1.967044315,0.441685304
8/24/2011,2.782,7.117875,5.378434783,0.370962335,1.971198361,0.439839304
8/25/2011,2.769,7.122875,5.387434783,0.356343653,1.972583042,0.440073304
8/26/2011,2.804,7.325375,5.387434783,0.335264041,2.028662654,0.440073304
8/29/2011,2.801,7.362875,5.313434783,0.323802928,2.039047768,0.438149304
8/30/2011,2.797,7.435375,5.365434783,0.298373042,2.059125653,0.439501304
8/31/2011,2.788,7.375375,5.510434783,0.302219224,2.042509472,0.443271304
9/1/2011,2.837,7.297875,5.630952381,0.3646554,2.025939838,0.446404762
9/2/2011,2.886,7.512875,5.452952381,0.358597935,2.085625303,0.441776762
9/6/2011,2.834,7.477875,5.518952381,0.314598174,2.075909065,0.443492762
9/7/2011,2.803,7.375375,5.520952381,0.312000872,2.047454366,0.443544762
9/8/2011,2.8596,7.3285,5.560952381,0.404115454,2.010899784,0.444584762
9/9/2011,2.8486,7.356,5.495952381,0.387259607,2.018445631,0.442894762
9/12/2011,2.8656,7.4385,5.465952381,0.382402064,2.041083174,0.442114762
9/13/2011,2.8196,7.1885,5.560952381,0.402530679,1.97248456,0.444584762
9/14/2011,2.8066,7.226,5.619952381,0.377706886,1.982774352,0.446118762
9/15/2011,2.8046,7.119,5.458952381,0.437938873,1.924728365,0.441932762
9/16/2011,2.7836,7.029,5.389952381,0.443065722,1.900395516,0.440138762
9/19/2011,2.7796,7.0315,5.409952381,0.43786981,1.901071429,0.440658762
9/20/2011,2.7926,7.0115,5.378952381,0.457083109,1.895664129,0.439852762
9/21/2011,2.7896,6.9665,5.310952381,0.468017534,1.883497704,0.438084762
9/22/2011,2.682714286,6.587214286,5.285952381,0.492579811,1.752699713,0.437434762
9/23/2011,2.646714286,6.472214286,5.281952381,0.487282552,1.722100972,0.437330762
9/26/2011,2.675714286,6.567214286,5.362952381,0.488899331,1.747378193,0.439436762
9/27/2011,2.703714286,6.609714286,5.407952381,0.504421101,1.758686423,0.440606762
9/28/2011,2.660714286,6.394714286,5.339952381,0.520395443,1.701480081,0.438838762
9/29/2011,2.673714286,6.412214286,5.327952381,0.547359723,1.687827801,0.438526762
9/30/2011,2.611714286,6.012214286,5.246952381,0.59275402,1.582539504,0.436420762
10/3/2011,2.5584,5.71325,5.193047619,0.619534859,1.503845903,0.435019238
10/4/2011,2.5164,5.66575,5.214047619,0.589491844,1.491342918,0.435565238
10/5/2011,2.5784,5.84325,5.146047619,0.606538162,1.5380646,0.433797238
10/6/2011,2.5504,5.84325,5.174047619,0.577810162,1.5380646,0.434525238
10/7/2011,2.5464,5.78825,5.057047619,0.591329303,1.523587459,0.431483238
10/10/2011,2.3864,5.8235,5.117047619,0.464783794,1.488572968,0.433043238
10/11/2011,2.4964,6.2235,5.192047619,0.470587861,1.5908189,0.434993238
10/12/2011,2.4934,6.181,5.065047619,0.481753492,1.57995527,0.431691238
10/13/2011,2.5064,6.156,5.107047619,0.500051863,1.573564899,0.432783238
10/14/2011,2.5674,6.1735,5.279047619,0.552106603,1.578038159,0.437255238
10/17/2011,2.6574,6.257,5.264047619,0.580294473,1.640240289,0.436865238
10/18/2011,2.6474,6.292,5.129047619,0.564629403,1.649415359,0.433355238
10/19/2011,2.6074,6.237,5.162047619,0.53818937,1.634997392,0.434213238
10/20/2011,2.5574,6.347,5.206047619,0.458209437,1.663833325,0.435357238
10/21/2011,2.5804,6.3445,5.205047619,0.481890799,1.663177963,0.435331238
10/24/2011,2.666666667,6.39795,5.180047619,0.566648848,1.66533658,0.434681238
10/25/2011,2.689666667,6.39545,5.234047619,0.588895579,1.66468585,0.436085238
10/26/2011,2.681666667,6.26045,5.166047619,0.617803028,1.629546401,0.434317238
10/27/2011,2.727666667,6.40295,5.100047619,0.628427387,1.666638041,0.432601238
10/28/2011,2.745666667,6.43795,5.499047619,0.62694316,1.675748269,0.442975238
10/31/2011,2.748666667,6.35795,5.510047619,0.653657156,1.651748273,0.443261238
11/1/2011,2.7562,6.232,5.973285714,0.717065825,1.583828746,0.455305429
11/2/2011,2.7822,6.1395,5.941285714,0.767406195,1.560320377,0.454473429
11/3/2011,2.7862,6.2245,5.970285714,0.749049909,1.581922662,0.455227429
11/4/2011,2.6702,6.247,5.975285714,0.627201657,1.587640914,0.455357429
11/7/2011,2.6552,6.222,5.888285714,0.620817271,1.581287301,0.453095429
11/8/2011,2.822,6.5625,5.937285714,0.696520954,1.671109617,0.454369429
11/9/2011,2.799,6.5175,5.844285714,0.687397992,1.65965058,0.451951429
11/10/2011,2.785,6.4125,5.841285714,0.700213746,1.632912826,0.451873429
11/11/2011,2.794,6.3425,5.776285714,0.728728915,1.615087656,0.450183429
11/14/2011,2.8,6.2925,5.650285714,0.750737179,1.602355393,0.446907429
11/15/2011,2.8608,6.4545,5.596285714,0.79375111,1.621545462,0.445503429
11/16/2011,2.8758,6.427,5.536285714,0.817219856,1.614636716,0.443943429
11/17/2011,2.8078,6.1445,5.602285714,0.818475518,1.543665054,0.445659429
11/18/2011,2.7808,6.102,5.508285714,0.80459667,1.532987901,0.443215429
11/21/2011,2.7248,5.977,5.591285714,0.777842061,1.501584511,0.445373429
11/22/2011,2.927,5.899883333,5.607285714,1.030967618,1.450242954,0.445789429
11/23/2011,2.868,5.797383333,5.652285714,0.995993015,1.425047557,0.446959429
11/25/2011,2.805,5.734883333,5.734285714,0.946224062,1.40968451,0.449091429
11/28/2011,2.849,5.827383333,5.556285714,0.972114752,1.432421819,0.444463429
11/29/2011,2.856,5.889883333,5.825285714,0.956757705,1.447784866,0.451457429
11/30/2011,2.855,5.922383333,5.742285714,0.949926921,1.455773651,0.449299429
12/1/2011,3.0498,5.957,5.891714286,1.112178818,1.484436611,0.453184571
12/2/2011,3.0258,5.8745,5.827714286,1.110401156,1.463878272,0.451520571
12/5/2011,3.0228,5.812,5.704714286,1.126173655,1.448303774,0.448322571
12/6/2011,2.7038,5.862,5.730714286,0.794038056,1.460763373,0.448998571
12/7/2011,2.6478,5.832,5.664714286,0.747229815,1.453287613,0.447282571
12/8/2011,2.6252,5.8485,5.700714286,0.690489177,1.486492251,0.448218571
12/9/2011,2.6072,5.8035,5.560714286,0.687566666,1.475054763,0.444578571
12/12/2011,2.6062,5.8035,5.497714286,0.688204666,1.475054763,0.442940571
12/13/2011,2.6032,5.8335,5.522714286,0.676929673,1.482679755,0.443590571
12/14/2011,2.5582,5.7485,5.379714286,0.657251818,1.46107561,0.439872571
12/15/2011,2.1628,5.545,5.370714286,0.302044282,1.421117147,0.439638571
12/16/2011,2.1758,5.585,5.370714286,0.30479276,1.431368668,0.439638571
12/19/2011,2.2128,5.765,5.339714286,0.296466914,1.477500514,0.438832571
12/20/2011,2.2408,5.825,5.371714286,0.308257632,1.492877796,0.439664571
12/21/2011,2.2578,5.92,5.398714286,0.300208269,1.51722516,0.440366571
12/22/2011,2.090166667,5.8817,5.412714286,0.102818888,1.546617208,0.440730571
12/23/2011,2.102166667,5.9017,5.357714286,0.110989805,1.55187629,0.439300571
12/27/2011,2.140166667,6.0392,5.355714286,0.112885615,1.588032481,0.439248571
12/28/2011,2.148166667,6.1317,5.327714286,0.097290359,1.612355736,0.438520571
12/29/2011,2.119166667,6.0867,5.270714286,0.054649879,1.627478217,0.437038571
12/30/2011,2.120166667,6.1717,5.232714286,0.03391035,1.650205745,0.436050571
1/3/2012,2.171,6.44315,5.7852,-0.001568673,1.722153473,0.4504152
1/4/2012,2.159,6.44315,5.8882,-0.016246673,1.722153473,0.4530932
1/5/2012,2.116,6.29315,5.7722,-0.016138013,1.682060813,0.4500772
1/6/2012,2.154,6.29315,5.8542,0.019729987,1.682060813,0.4522092
1/9/2012,2.1854,6.449,5.8032,0.022655173,1.711861627,0.4508832
1/10/2012,2.1904,6.449,5.7332,0.029475173,1.711861627,0.4490632
1/11/2012,2.1944,6.444,5.5662,0.039144403,1.710534397,0.4447212
1/12/2012,2.0814,6.044,5.4892,0.034324826,1.604355974,0.4427192
1/13/2012,2.0484,5.924,5.4622,0.033880353,1.572502447,0.4420172
1/17/2012,2.14275,5.90405,5.2802,0.155592453,1.549872347,0.4372852
1/18/2012,2.11275,5.79905,5.2642,0.153572007,1.522308793,0.4368692
1/19/2012,2.13175,5.92405,5.1142,0.143658253,1.555122547,0.4329692
1/20/2012,2.13275,5.97905,5.1352,0.129674201,1.569560599,0.4335152
1/23/2012,2.097571429,6.052428571,5.3172,0.044176869,1.615147359,0.4382472
1/24/2012,2.119571429,6.154928571,5.3462,0.038069782,1.642500446,0.4390012
1/25/2012,2.127571429,6.197428571,5.5212,0.030178259,1.65384197,0.4435512
1/26/2012,2.131571429,6.197428571,5.3972,0.037402259,1.65384197,0.4403272
1/27/2012,2.141571429,6.269928571,5.4702,0.026156953,1.673189275,0.4422252
1/30/2012,2.110571429,6.169928571,5.5052,0.020932892,1.646503337,0.4431352
1/31/2012,2.111571429,6.242428571,5.2952,0.008045586,1.665850642,0.4376752
2/1/2012,2.099,6.291,5.10605,-0.002734462,1.668977162,0.4327573
2/2/2012,2.076,6.301,5.27805,-0.032859422,1.671630122,0.4372293
2/3/2012,2.061,6.316,5.22305,-0.050408862,1.675609562,0.4357993
2/6/2012,2.123,6.3135,5.27405,0.010928378,1.674946322,0.4371253
2/7/2012,2.141,6.2935,5.19605,0.036262298,1.669640402,0.4350973
2/8/2012,2.091,6.3665,5.17205,-0.024399741,1.680926441,0.4344733
2/9/2012,2.098,6.3115,5.20105,-0.003632269,1.666404969,0.4352273
2/10/2012,2.079,6.259,5.20105,-0.008770863,1.652543563,0.4352273
2/13/2012,2.102,6.3365,5.15505,-0.005036938,1.673005638,0.4340313
2/14/2012,2.08,6.2765,5.25605,-0.013821332,1.657164032,0.4366573
2/15/2012,2.08675,6.18575,5.14905,0.027567615,1.625307085,0.4338753
2/16/2012,2.09275,6.27825,5.29105,0.005571221,1.649611479,0.4375673
2/17/2012,2.10575,6.33325,5.40805,0.00107796,1.66406274,0.4406093
2/21/2012,2.07475,6.21075,5.35005,0.00377286,1.63187584,0.4391013
2/22/2012,2.056166667,6.20875,5.36705,-0.009654334,1.626277701,0.4395433
2/23/2012,2.065166667,6.22125,5.34505,-0.003356499,1.629551866,0.4389713
2/24/2012,2.091166667,6.23375,5.27405,0.021215336,1.632826031,0.4371253
2/27/2012,2.094166667,6.27125,5.17005,0.017096841,1.642648525,0.4344213
2/28/2012,2.118166667,6.36125,5.24305,0.015624854,1.666222512,0.4363193
2/29/2012,2.115166667,6.39125,5.34005,0.002244858,1.674080508,0.4388413
3/1/2012,2.0736,6.37345,5.437409091,-0.046397997,1.678625361,0.441372636
3/2/2012,2.0696,6.42595,5.458409091,-0.064771333,1.692452696,0.441918636
3/5/2012,2.0986,6.49845,5.329409091,-0.051512225,1.711547588,0.438564636
3/6/2012,2.1006,6.41595,5.330409091,-0.027809555,1.689818918,0.438590636
3/7/2012,2.0576,6.27345,5.276409091,-0.031874215,1.652287579,0.437186636
3/8/2012,2.0818,6.22,5.246409091,0.015544276,1.629849088,0.436406636
3/9/2012,2.1018,6.31,5.298409091,0.01060925,1.653432113,0.437758636
3/12/2012,2.1298,6.485,5.243409091,-0.005816632,1.699287996,0.436328636
3/13/2012,2.1468,6.51,5.273409091,0.003852527,1.705838836,0.437108636
3/14/2012,2.1398,6.465,5.258409091,0.00903404,1.694047324,0.436718636
3/15/2012,2.2142,6.6095,5.253409091,0.043254935,1.734356429,0.436588636
3/16/2012,2.2322,6.6495,5.300409091,0.049536792,1.744852572,0.437810636
3/19/2012,2.2132,6.5545,5.325409091,0.054815131,1.719924232,0.438460636
3/20/2012,2.1772,6.3945,5.309409091,0.061215703,1.67793966,0.438044636
3/21/2012,2.1632,6.3395,5.334409091,0.0609979,1.663507464,0.438694636
3/22/2012,2.257285714,6.456392857,5.243409091,0.142367802,1.678589276,0.436328636
3/23/2012,2.266285714,6.476392857,5.249409091,0.146012028,1.68378905,0.436484636
3/26/2012,2.249285714,6.388892857,5.200409091,0.15303504,1.661040037,0.435210636
3/27/2012,2.222285714,6.318892857,5.182409091,0.14470225,1.642840827,0.434742636
3/28/2012,2.181285714,6.213892857,5.165409091,0.131443065,1.615542013,0.434300636
3/29/2012,2.124285714,6.051392857,5.123409091,0.136324539,1.554752539,0.433208636
3/30/2012,2.239285714,6.451392857,5.100409091,0.149152643,1.657522435,0.432610636
4/2/2012,2.2025,6.469375,3.8038,0.10936865,1.69423255,0.3988988
4/3/2012,2.1975,6.501875,3.8388,0.094947387,1.702743813,0.3998088
4/4/2012,2.1755,6.486875,3.7928,0.078071662,1.698815538,0.3986128
4/5/2012,2.1845,6.501875,3.7408,0.084495387,1.702743813,0.3972608
4/9/2012,2.205,6.46705,3.7588,0.145217883,1.662053317,0.3977288
4/10/2012,2.172,6.32455,3.6828,0.150816856,1.625430344,0.3957528
4/11/2012,2.179,6.33705,3.6358,0.155826315,1.628642885,0.3945308
4/12/2012,2.184,6.35205,3.6348,0.156997265,1.632497935,0.3945048
